gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ABCG2,218.88035927565707,4.241966035561679,0.24525125228490885,17.296409278407186,5.0063587061700315e-67,3.5978255055364258e-65
GALNT10,7944.046299749858,2.009119357633549,0.11624878869934945,17.282927246921005,6.325463671107941e-67,4.524756443624481e-65
FAM216A,581.7974803245935,-2.6497152601291987,0.15332705241208489,-17.28145958879957,6.488504384319193e-67,4.619994527286445e-65
FAM83A,23908.2276926442,-2.3198173063785767,0.13428124028001998,-17.27581083955588,7.156059635732002e-67,5.071939331729136e-65
CCND2,1502.9862597472663,-2.7633304401014978,0.16000655292397273,-17.27010793998229,7.899452382735833e-67,5.573262044093669e-65
PKDCC,587.6295204434382,2.670467150136611,0.1546373538042129,17.269224313794858,8.02132962294532e-67,5.633525636551279e-65
ANKH,2732.488846649323,1.7409675985511364,0.10091172729007984,17.252381316856944,1.073808960904566e-66,7.507430884586629e-65
C10orf71,1059.9089379471427,1.9426693155102541,0.11284005878583946,17.21613172142413,2.0098022744044965e-66,1.398804276658733e-64
TMSB4X,14667.445238547743,-1.7881610926267828,0.10388856184761952,-17.212299995543315,2.1473136932149257e-66,1.4878091423257317e-64
CORO1A,601.9577130345203,-4.567890025288495,0.26565761579622543,-17.19465113619151,2.912053223460634e-66,2.0086667123076007e-64
JUNB,4676.096316446542,1.564672432550977,0.09100431906125274,17.193386519356682,2.9762833185702333e-66,2.0438468246768303e-64
ERN1,1900.6514223972501,-1.9452124664904529,0.11355608513249357,-17.129971187548794,8.8698631711866815e-66,6.064082117610859e-64
PLCL1,1004.248101697367,-2.0871228341574115,0.12200891854965458,-17.106313693846936,1.3316507815692702e-65,9.064024769174799e-64
DDIT4,21387.378623328335,-2.9451249707525227,0.17235816105746027,-17.087238298920383,1.8471711112393793e-65,1.2517824929719145e-63
MAP2K3,1310.0855342761888,1.7882382527874228,0.10492219322902738,17.04347000147053,3.908385077652331e-65,2.637050560471885e-63
ACAP3,6142.610318120333,1.5204439373193475,0.08928166796552599,17.029743865296414,4.942005785317821e-65,3.319953538649811e-63
ID1,894.3953520521346,-2.575009493516315,0.15131787529768367,-17.017219468952803,6.120910321439848e-65,4.094120579072169e-63
NQO1,898.1923154312504,-2.386793311555896,0.14053234318917193,-16.983943036821145,1.0798136506439746e-64,7.191465825905194e-63
SLC45A3,3485.328645023234,2.495648081500587,0.14697150631771738,16.980489239224305,1.1452736551661812e-64,7.594688088400285e-63
LONP1,14487.51374460972,-1.8811568106706384,0.11080909455422273,-16.976556105240288,1.2246468131026078e-64,8.086332439849741e-63
CCPG1,4680.756565196684,-1.8138727826164496,0.10727177059893965,-16.909134364883684,3.853264508883062e-64,2.533480422414987e-62
LYN,3597.275029165754,-1.9283078944603087,0.11406923827406733,-16.9047143965955,4.1533216617080875e-64,2.7191937709767653e-62
TLR8-AS1,266.164685603767,-5.3169352116103585,0.3145482821722746,-16.903399296577092,4.247014233011817e-64,2.7688024014458056e-62
RIMS3,2420.7179179244467,2.463331410633706,0.1463432029597579,16.83256455245881,1.4086624646680538e-63,9.145060395624413e-62
HYOU1,16214.350726452953,-2.085775649825937,0.12397219310310724,-16.824544259624453,1.612980746167646e-63,1.042768431340431e-61
FGFR4,911.5618605574527,-1.957516503088022,0.11640007659958244,-16.817141021495203,1.8276840728952225e-63,1.1766477754293367e-61
BPGM,2485.4369180042104,2.5262865421206677,0.15028251503938583,16.81024929253135,2.0530615115414273e-63,1.3162594777936345e-61
GYPB,6088.647293108429,2.9027439568784534,0.17293467499660461,16.785204915876157,3.1314659740365475e-63,1.9993504448280452e-61
PPP2R2C,964.233658868729,10.189137598211056,0.6076009864894504,16.769455324753604,4.082336657283583e-63,2.5957277239378042e-61
GALNT6,5500.481166586316,2.5120672314960797,0.1502017005977612,16.72462576321538,8.671919207934961e-63,5.4913862164673395e-61
